,GOV18D,GOV18R,PRECID,NAME
2541,474,434,2147483647,Adams 171
2542,615,558,2147483647,Arapahoe 351
2543,355,864,2147483647,Teller 007
2544,854,512,2147483647,Jefferson 166
2545,610,406,2147483647,Jefferson 157
2546,384,740,2147483647,El Paso 232
2547,324,879,2147483647,Mesa 002
2548,270,308,2147483647,El Paso 193
2549,365,410,2147483647,Montrose 004
2550,418,247,2147483647,Adams 121
2551,415,932,2147483647,El Paso 165
2552,563,356,2147483647,Jefferson 125
2553,335,991,2147483647,El Paso 212
2554,436,513,2147483647,Douglas 350
2555,385,589,2147483647,El Paso 641
2556,366,718,2147483647,Pueblo 301
2557,668,565,2147483647,Arapahoe 330
2558,516,788,2147483647,El Paso 128
2559,559,352,1160116126,Denver 126
2560,664,105,1320916902,Denver 902
2561,600,701,2147483647,Douglas 224
2562,333,464,2147483647,El Paso 638
2563,1026,275,2147483647,Garfield 002
2564,460,103,2145335307,Larimer 307
2565,378,740,2147483647,Mesa 003
2566,396,554,2147483647,Weld 123
2567,572,238,2147483647,Adams 024
2568,625,767,1162230009,Jefferson 009
2569,266,776,2147483647,El Paso 452
2570,198,918,2147483647,Mesa 001
2571,336,469,2147483647,El Paso 643
2572,355,480,2147483647,Weld 211
2573,537,787,2147483647,El Paso 151
2574,533,387,2147483647,Arapahoe 315
2575,856,626,2147483647,Jefferson 171
2576,551,670,1162230004,Jefferson 004
2577,598,305,2147483647,Jefferson 160
2578,460,157,2147483647,Adams 112
2579,363,336,2147483647,El Paso 805
2580,630,452,2147483647,El Paso 170
2581,507,320,2147483647,Pueblo 018
2582,412,119,2147483647,Arapahoe 504
2583,346,155,2147483647,Adams 127
2584,451,196,2147483647,Arapahoe 470
2585,711,690,2147483647,Jefferson 205
2586,379,566,2147483647,El Paso 147
2587,268,598,2147483647,Weld 300
2588,558,772,2147483647,Douglas 326
2589,331,454,2147483647,El Paso 412
2590,350,902,2147483647,El Paso 230
2591,722,502,2147483647,Jefferson 127
2592,423,731,2147483647,El Paso 158
2593,816,364,2145335325,Larimer 325
2594,482,60,1330716725,Denver 725
2595,661,721,1222230018,Jefferson 018
2596,443,597,2147483647,Douglas 322
2597,683,387,2147483647,Broomfield 027
2598,520,585,2147483647,El Paso 131
2599,398,692,2147483647,El Paso 239
2600,349,485,2147483647,El Paso 163
2601,732,383,2147483647,Arapahoe 448
2602,585,166,1310616651,Denver 651
2603,586,279,2147483647,Jefferson 225
2604,701,602,2147483647,Jefferson 136
2605,692,612,2147483647,Jefferson 114
2606,1150,447,2147483647,Boulder 617
2607,384,271,2147483647,Larimer 703
2608,655,546,2145235229,Larimer 229
2609,418,288,2147483647,Adams 146
2610,407,496,2147483647,Weld 324
2611,688,653,2147483647,Jefferson 207
2612,923,454,2147483647,Jefferson 186
2613,467,546,2147483647,Larimer 520
2614,810,497,2147483647,Jefferson 172
2615,675,521,2147483647,Jefferson 156
2616,355,554,2147483647,El Paso 167
2617,460,690,2147483647,La Plata 020
2618,506,329,2147483647,Adams 108
2619,468,514,2147483647,Weld 340
2620,603,617,2147483647,Douglas 246
2621,477,271,2147483647,Adams 113
2622,424,209,2147483647,Adams 115
2623,465,752,2026047012,Park 012
2624,689,382,2147483647,La Plata 028
2625,1277,213,2147483647,Boulder 903
2626,357,457,2147483647,El Paso 419
2627,610,894,2147483647,El Paso 207
2628,580,481,2147483647,Alamosa 003
2629,77,182,2147483647,Crowley 001
2630,490,729,2147483647,Archuleta 008
2631,417,191,2147483647,Boulder 608
2632,409,431,2147483647,Adams 181
2633,926,161,1340416402,Denver 402
2634,587,427,2147483647,Pueblo 002
2635,617,708,1222230021,Jefferson 021
2636,624,433,2147483647,Jefferson 084
2637,619,492,2147483647,Jefferson 112
2638,629,609,2147483647,Jefferson 076
2639,717,769,2147483647,Douglas 239
2640,436,875,2147483647,Douglas 258
2641,638,723,1222230030,Jefferson 030
2642,469,160,1320516538,Denver 538
2643,514,262,2147483647,Adams 101
2644,487,526,2147483647,El Paso 130
2645,340,146,2147483647,Adams 125
2646,438,583,2147483647,Weld 242
2647,403,614,2147483647,Pueblo 214
2648,562,360,2147483647,Adams 031
2649,501,147,1320516536,Denver 536
2650,608,689,2147483647,Douglas 235
2651,529,231,2147483647,Arapahoe 553
2652,336,477,2147483647,El Paso 414
2653,699,623,2147483647,Jefferson 107
2654,291,196,2147483647,El Paso 194
2655,656,465,2147483647,Jefferson 139
2656,712,651,2147483647,Jefferson 257
2657,425,773,2147483647,El Paso 244
2658,607,341,2147483647,Arapahoe 407
2659,433,143,2147483647,Adams 006
2660,538,1010,2147483647,Mesa 048
2661,815,444,2147483647,Broomfield 004
2662,682,418,2147483647,El Paso 173
2663,617,516,2147483647,Larimer 528
2664,633,243,2147483647,El Paso 177
2665,211,1065,2147483647,Morgan 001
2666,305,558,2147483647,El Paso 405
2667,407,423,2147483647,El Paso 644
2668,654,395,2147483647,Adams 033
2669,570,446,2147483647,Arapahoe 282
2670,867,179,1310916901,Denver 901
2671,672,597,1162230007,Jefferson 007
2672,593,458,2147483647,Arapahoe 335
2673,246,486,2147483647,Montezuma 005
2674,484,346,2147483647,Adams 089
2675,278,636,2147483647,El Paso 447
2676,374,73,1330716716,Denver 716
2677,500,472,2147483647,Larimer 532
2678,574,532,2147483647,Douglas 222
2679,768,175,2147483647,Arapahoe 409
2680,688,210,1320916907,Denver 907
2681,554,192,1340416423,Denver 423
2682,536,127,2147483647,Arapahoe 413
2683,900,529,2147483647,Jefferson 189
2684,506,310,2147483647,Adams 100
2685,481,668,2147483647,Douglas 249
2686,433,521,2147483647,El Paso 117
2687,702,449,2147483647,Jefferson 121
2688,562,475,2147483647,Adams 051
2689,672,630,2147483647,Douglas 302
2690,447,208,2147483647,Adams 234
2691,452,352,2147483647,Eagle 023
2692,519,422,2147483647,Adams 135
2693,452,570,2147483647,Larimer 535
2694,513,211,2147483647,Weld 112
2695,534,919,2147483647,El Paso 729
2696,738,555,2147483647,Jefferson 174
2697,511,200,2147483647,Arapahoe 432
2698,385,601,2147483647,El Paso 141
2699,804,691,2147483647,Jefferson 214
2700,158,998,2147483647,Washington 002
2701,397,64,2147483647,Arapahoe 534
2702,506,258,2147483647,Adams 132
2703,564,527,2147483647,Garfield 015
2704,742,618,2147483647,Jefferson 123
2705,584,437,2147483647,Arapahoe 320
2706,349,755,2147483647,La Plata 016
2707,298,627,2147483647,Garfield 021
2708,564,783,1222230034,Jefferson 034
2709,690,742,1222230019,Jefferson 019
2710,512,421,2147483647,Adams 144
2711,650,361,2147483647,Arapahoe 557
2712,765,484,2147483647,Jefferson 143
2713,316,508,2147483647,El Paso 418
2714,755,543,2147483647,Jefferson 155
2715,694,499,2147483647,Jefferson 088
2716,390,773,2147483647,Mesa 051
2717,690,787,2147483647,El Paso 740
2718,485,773,2147483647,Mesa 040
2719,432,51,2147483647,Boulder 833
2720,527,440,2147483647,Arapahoe 336
2721,413,798,2147483647,El Paso 153
2722,778,618,2147483647,Eagle 027
2723,502,266,2147483647,El Paso 169
2724,377,162,2147483647,Adams 028
2725,509,778,2147483647,Douglas 348
2726,822,582,2147483647,Jefferson 179
2727,511,69,1330716714,Denver 714
2728,289,139,2147483647,Adams 254
2729,632,302,1310916912,Denver 912
2730,562,478,2147483647,Adams 137
2731,616,344,2147483647,Jefferson 242
2732,508,394,2147483647,Adams 134
2733,684,412,2147483647,Jefferson 216
2734,251,289,2147483647,El Paso 139
2735,537,114,1330716734,Denver 734
2736,528,930,2147483647,Mesa 047
2737,334,629,2147483647,Weld 304
2738,273,613,2147483647,Montrose 020
2739,624,307,2147483647,Jefferson 255
2740,329,483,2147483647,Montrose 009
2741,725,349,2147483647,El Paso 112
2742,349,281,2147483647,El Paso 601
2743,471,72,1330716718,Denver 718
2744,1218,126,2147483647,Boulder 823
2745,470,582,2147483647,El Paso 101
2746,577,866,2147483647,El Paso 302
2747,531,78,1330716722,Denver 722
2748,408,136,2147483647,Arapahoe 527
2749,582,157,2147483647,Arapahoe 401
2750,477,830,2147483647,El Paso 149
2751,560,232,2147483647,Adams 025
2752,763,510,2147483647,Jefferson 141
2753,176,442,2147483647,Weld 310
2754,337,865,2147483647,El Paso 210
2755,439,819,2147483647,El Paso 234
2756,386,869,2147483647,Montezuma 007
2757,352,138,2147483647,Boulder 633
2758,561,308,2147483647,Jefferson 248
2759,507,653,2147483647,Larimer 432
2760,930,289,2147483647,Garfield 003
2761,462,424,2147483647,Weld 111
2762,377,329,2147483647,Adams 193
2763,838,286,2147483647,Eagle 024
2764,511,728,2147483647,El Paso 103
2765,774,353,2147483647,Arapahoe 310
2766,424,561,2147483647,El Paso 164
2767,859,611,2147483647,Jefferson 111
2768,605,500,2147483647,Arapahoe 374
2769,579,577,2147483647,Garfield 014
2770,616,132,1310903502,Arapahoe 502
2771,673,431,2147483647,Jefferson 240
2772,471,609,2147483647,Weld 327
2773,489,384,2147483647,Adams 093
2774,401,211,2147483647,Arapahoe 472
2775,246,88,2147483647,Adams 235
2776,373,532,2147483647,El Paso 650
2777,399,549,2147483647,El Paso 157
2778,493,72,1330716717,Denver 717
2779,384,821,2147483647,El Paso 233
2780,404,729,2147483647,El Paso 240
2781,848,760,2147483647,Jefferson 100
2782,400,751,2147483647,Douglas 504
2783,360,754,2147483647,El Paso 231
2784,564,549,2147483647,Douglas 252
2785,404,656,2147483647,Garfield 016
2786,525,263,2147483647,Arapahoe 435
2787,360,638,2147483647,Weld 228
2788,354,893,2147483647,Teller 011
2789,449,431,2147483647,El Paso 606
2790,618,478,2147483647,Garfield 005
2791,985,636,2147483647,Broomfield 032
2792,329,450,2147483647,El Paso 640
2793,604,756,2147483647,Douglas 243
2794,872,435,2147483647,Jefferson 178
2795,526,794,1222230026,Jefferson 026
2796,825,880,2147483647,Jefferson 218
2797,392,110,2147483647,Arapahoe 404
2798,380,731,2147483647,Weld 236
2799,1058,299,1320216238,Denver 238
2800,693,445,2147483647,Arapahoe 311
2801,494,169,2147483647,Weld 113
2802,509,658,2147483647,El Paso 160
2803,348,105,2147483647,Arapahoe 505
2804,410,551,2147483647,El Paso 192
2805,939,653,2147483647,Jefferson 228
2806,392,709,2147483647,Mesa 007
2807,526,740,2147483647,Douglas 334
2808,942,469,2147483647,Jefferson 191
2809,564,721,2147483647,Douglas 315
2810,436,245,2147483647,Adams 111
2811,610,136,2147483647,Arapahoe 436
2812,710,585,2147483647,Jefferson 137
2813,526,468,2147483647,Jefferson 258
2814,466,191,2147483647,Adams 090
2815,436,465,2147483647,Montrose 003
2816,799,654,2147483647,Jefferson 101
2817,758,468,2147483647,Jefferson 229
2818,535,609,2147483647,Alamosa 004
2819,755,480,2147483647,Jefferson 149
2820,418,828,2147483647,El Paso 235
2821,486,672,2147483647,El Paso 730
2822,823,226,2147483647,Boulder 619
2823,555,605,2147483647,Douglas 309
2824,533,762,2147483647,El Paso 125
2825,789,254,1320116111,Denver 111
2826,739,582,2147483647,Jefferson 070
2827,399,655,2147483647,El Paso 410
2828,601,257,2086159009,Summt 009
2829,1227,358,2147483647,Pitkin 007
2830,441,250,2147483647,Adams 087
2831,358,490,2147483647,Weld 329
2832,545,402,2147483647,El Paso 107
2833,404,1206,2147483647,Elbert 1
2834,760,326,2147483647,Arapahoe 420
2835,791,610,2147483647,Jefferson 177
2836,368,490,2147483647,El Paso 417
2837,958,601,2147483647,Jefferson 142
2838,648,626,1222230016,Jefferson 016
2839,373,756,2147483647,Fremont 019
2840,817,503,2147483647,Jefferson 175
2841,652,505,2147483647,Arapahoe 341
2842,696,671,2147483647,Jefferson 075
2843,492,718,2147483647,El Paso 411
2844,449,873,2147483647,Mesa 020
2845,378,696,2147483647,El Paso 403
2846,744,734,2147483647,Jefferson 106
2847,837,561,2147483647,Jefferson 256
2848,459,77,1330716715,Denver 715
2849,202,476,2147483647,Garfield 022
2850,671,695,2147483647,Douglas 223
2851,571,676,2147483647,Archuleta 006
2852,1066,356,2147483647,Adams 022
2853,646,157,1340416433,Denver 433
2854,519,654,2147483647,Douglas 110
2855,449,660,2147483647,El Paso 242
2856,727,159,1340416431,Denver 431
2857,741,674,1222230020,Jefferson 020
2858,369,609,2147483647,El Paso 406
2859,675,639,1222230033,Jefferson 033
2860,672,557,2147483647,Jefferson 154
2861,415,487,2147483647,Weld 323
2862,345,404,2147483647,El Paso 195
2863,376,472,2147483647,Adams 186
2864,502,224,2147483647,Adams 120
2865,458,657,2147483647,El Paso 243
2866,489,586,2147483647,Larimer 518
2867,838,522,2147483647,Jefferson 252
2868,637,199,1320116103,Denver 103
2869,655,300,2147483647,Jefferson 238
2870,414,478,2147483647,El Paso 630
2871,544,241,2147483647,El Paso 185
2872,367,312,2147483647,Weld 319
2873,756,389,2147483647,Arapahoe 247
2874,583,314,2147483647,Adams 064
2875,406,210,2147483647,Adams 091
2876,629,745,2147483647,El Paso 725
2877,477,947,2147483647,Mesa 027
2878,542,404,2147483647,Arapahoe 260
2879,550,566,2147483647,Weld 217
2880,725,534,2147483647,Jefferson 072
2881,400,122,1320116109,Denver 109
2882,726,663,2147483647,Douglas 225
2883,384,50,2147483647,Boulder 849
2884,672,238,1320116105,Denver 105
2885,439,350,2147483647,Garfield 012
2886,483,453,2147483647,Weld 302
2887,448,1008,2147483647,El Paso 222
2888,494,806,2147483647,El Paso 145
2889,568,672,2147483647,Douglas 103
2890,202,175,2147483647,Bent 003
2891,424,119,2147483647,Arapahoe 544
2892,494,323,2147483647,Adams 133
2893,647,567,2147483647,El Paso 723
2894,617,451,2147483647,Adams 147
2895,260,212,2147483647,El Paso 190
2896,666,544,2147483647,Arapahoe 334
2897,720,582,2147483647,Jefferson 151
2898,873,460,2147483647,Jefferson 124
2899,948,322,2147483647,Jefferson 249
2900,662,114,1340416429,Denver 429
2901,1047,374,2147483647,Pitkin 006
2902,720,811,2147483647,Douglas 236
2903,733,324,2147483647,Arapahoe 312
2904,579,310,2147483647,Adams 038
2905,336,217,2147483647,Adams 030
2906,470,91,2147483647,Boulder 834
2907,900,653,2147483647,Broomfield 024
2908,701,144,2147483647,Arapahoe 412
2909,1084,137,2147483647,El Paso 176
2910,506,794,2147483647,El Paso 142
2911,486,330,2147483647,El Paso 182
2912,604,751,2147483647,El Paso 127
2913,643,537,2147483647,Adams 150
2914,640,904,2147483647,Douglas 245
2915,470,234,1260303101,Arapahoe 101
2916,428,409,2147483647,El Paso 187
2917,470,110,1340416435,Denver 435
2918,383,676,2147483647,El Paso 407
2919,398,570,2147483647,El Paso 633
2920,765,535,2147483647,Jefferson 148
2921,618,310,2147483647,Arapahoe 473
2922,643,142,1320516534,Denver 534
2923,416,758,2147483647,Mesa 050
2924,489,851,2147483647,Douglas 331
2925,640,432,2147483647,Arapahoe 342
2926,868,465,2147483647,Broomfield 021
2927,1076,231,2147483647,Boulder 301
2928,678,88,1340416432,Denver 432
2929,437,997,2147483647,Mesa 006
2930,844,307,1310916922,Denver 922
2931,519,911,2147483647,Douglas 233
2932,421,680,2147483647,Douglas 339
2933,553,434,2147483647,El Paso 188
2934,750,881,2147483647,Montezuma 002
2935,602,611,2147483647,Douglas 205
2936,396,285,2147483647,El Paso 605
2937,875,291,2147483647,Boulder 610
2938,493,408,2147483647,Adams 191
2939,648,257,2147483647,Jefferson 224
2940,911,440,2147483647,Jefferson 200
2941,281,368,2147483647,Morgan 006
2942,535,816,2147483647,El Paso 121
2943,436,116,2147483647,Arapahoe 512
2944,461,64,1340516504,Denver 504
2945,596,646,2147483647,El Paso 123
2946,623,375,2147483647,Jefferson 247
2947,699,734,2147483647,El Paso 104
2948,507,421,2147483647,Adams 216
2949,307,612,2147483647,Montezuma 010
2950,235,61,2147483647,Arapahoe 542
2951,501,254,2147483647,Adams 236
2952,443,692,2147483647,El Paso 191
2953,860,216,2147483647,Jefferson 231
2954,569,508,2147483647,El Paso 118
2955,726,138,1320516533,Denver 533
2956,687,160,1330716728,Denver 728
2957,383,946,2147483647,Mesa 025
2958,532,363,2147483647,Alamosa 007
2959,335,392,2147483647,El Paso 803
2960,837,333,2147483647,Jefferson 173
2961,494,299,2147483647,Adams 170
2962,628,613,2147483647,El Paso 126
2963,447,648,2147483647,El Paso 152
2964,423,611,2147483647,El Paso 634
2965,470,831,2147483647,El Paso 241
2966,658,383,2147483647,Arapahoe 319
2967,797,357,2147483647,Jefferson 245
2968,434,407,2147483647,Weld 108
2969,445,632,2147483647,El Paso 635
2970,506,1093,2147483647,Mesa 057
2971,812,339,2147483647,La Plata 030
2972,1403,116,2147483647,Boulder 808
2973,591,263,2147483647,Jefferson 241
2974,633,262,2052619015,Eagle 015
2975,310,513,2147483647,El Paso 404
2976,778,252,2147483647,Adams 002
2977,577,156,1320516537,Denver 537
2978,584,942,2147483647,Douglas 329
2979,377,710,2147483647,Mesa 013
2980,909,487,2147483647,Jefferson 147
2981,961,233,2147483647,Garfield 001
2982,720,175,1320516535,Denver 535
2983,1176,319,2147483647,Jefferson 194
2984,636,220,2147483647,Adams 233
2985,866,636,2147483647,Broomfield 025
2986,413,594,2147483647,Mesa 055
2987,368,198,2147483647,Arapahoe 243
2988,954,612,2147483647,Jefferson 128
2989,666,748,2147483647,Mesa 046
2990,456,258,2147483647,El Paso 616
2991,112,25,2147483647,Montezuma 006
2992,543,420,2147483647,El Paso 625
2993,291,749,2147483647,Garfield 019
2994,770,241,1320116108,Denver 108
2995,314,378,2147483647,Weld 325
2996,512,725,2147483647,El Paso 148
2997,696,238,2147483647,Adams 005
2998,257,142,2147483647,El Paso 626
2999,361,172,2147483647,Weld 137
3000,475,57,1330716720,Denver 720
3001,652,165,2147483647,Arapahoe 411
3002,428,585,2147483647,El Paso 637
3003,677,360,2147483647,Adams 013
3004,672,378,2147483647,Arapahoe 259
3005,322,149,2147483647,Las Animas 011
3006,774,575,2147483647,Jefferson 122
3007,681,289,2147483647,Adams 117
3008,751,526,2147483647,El Paso 724
3009,476,412,2147483647,Weld 301
3010,561,407,2147483647,El Paso 186
3011,454,629,2147483647,El Paso 402
3012,629,119,1340416434,Denver 434
3013,721,243,1310916921,Denver 921
3014,615,69,1340516527,Denver 527
3015,819,466,2147483647,Jefferson 153
3016,886,414,2147483647,Jefferson 159
3017,380,129,2147483647,Adams 237
3018,313,386,2147483647,El Paso 802
3019,691,304,2052619019,Eagle 019
3020,839,480,2147483647,Eagle 005
3021,380,859,2147483647,Mesa 021
3022,460,221,2147483647,Adams 015
3023,509,161,2147483647,Adams 020
3024,643,301,1310916923,Denver 923
3025,356,260,2147483647,Weld 141
3026,1000,466,2147483647,Jefferson 120
3027,468,464,2147483647,El Paso 613
3028,412,513,2147483647,Fremont 012
3029,658,350,2147483647,Adams 106
3030,472,521,2147483647,El Paso 154
3031,648,965,2147483647,Mesa 030
3032,656,320,2147483647,Adams 011
3033,583,595,2147483647,Douglas 254
3034,460,620,2147483647,El Paso 636
3035,807,250,1310916911,Denver 911
3036,508,877,2147483647,Mesa 004
3037,927,380,2147483647,Mesa 039
3038,299,154,2147483647,Adams 037
3039,638,278,1160116120,Denver 120
3040,458,224,2147483647,Adams 119
3041,851,491,2147483647,Jefferson 133
3042,476,409,2147483647,El Paso 180
3043,797,418,2147483647,Jefferson 195
3044,438,237,2147483647,Weld 107
3045,501,189,1320116118,Denver 118
3046,851,452,2147483647,Jefferson 119
3047,728,208,1320116106,Denver 106
3048,407,323,2147483647,Weld 106
3049,899,405,2147483647,Jefferson 251
3050,501,404,2147483647,El Paso 611
3051,542,263,2147483647,Adams 010
3052,635,742,2147483647,Mesa 044
3053,518,82,1340516503,Denver 503
3054,409,846,2147483647,Mesa 052
3055,280,208,2147483647,El Paso 184
3056,737,535,2147483647,Jefferson 198
3057,791,186,2147483647,Adams 230
3058,664,296,2147483647,Adams 026
3059,468,142,1320116104,Denver 104
3060,320,183,2147483647,Adams 035
3061,419,513,2147483647,El Paso 166
3062,354,266,2147483647,El Paso 604
3063,905,195,1340416426,Denver 426
3064,489,184,1320116119,Denver 119
3065,665,166,2147483647,Adams 001
3066,713,708,2147483647,Mesa 038
3067,845,173,1310616649,Denver 649
3068,467,586,2147483647,El Paso 639
3069,331,94,2147483647,Arapahoe 530
3070,428,798,2147483647,Mesa 053
3071,564,482,2147483647,El Paso 129
3072,641,373,2147483647,Adams 052
3073,590,122,1340416428,Denver 428
3074,398,435,2147483647,Weld 322
3075,704,290,1320116107,Denver 107
3076,517,286,2147483647,El Paso 612
3077,791,117,1320216237,Denver 237
3078,364,502,2147483647,Montezuma 009
3079,686,181,1310616646,Denver 646
3080,517,201,2147483647,Adams 124
3081,603,215,2147483647,Adams 021
3082,742,573,2147483647,Jefferson 232
3083,575,365,2147483647,Weld 317
3084,1065,389,2147483647,Jefferson 226
3085,518,1021,2147483647,Mesa 056
3086,403,882,2147483647,Mesa 022
3087,568,783,2147483647,Mesa 049
3088,483,540,2147483647,El Paso 122
3089,234,398,2147483647,El Paso 801
3090,563,197,2147483647,Arapahoe 533
3091,507,337,2147483647,El Paso 621
3092,456,213,2147483647,Adams 123
3093,503,188,2147483647,Adams 029
3094,689,133,1340516531,Denver 531
3095,471,331,2147483647,El Paso 624
3096,526,278,2147483647,Adams 126
3097,671,770,2147483647,Chaffee 003
3098,626,429,2147483647,El Paso 623
3099,580,232,2147483647,Adams 128
3100,458,80,1340416436,Denver 436
3101,913,247,2147483647,Jefferson 227
3102,998,197,1330716708,Denver 708
3103,780,192,2147483647,Adams 231
3104,236,87,2147483647,Adams 250
3105,871,526,2147483647,Mesa 045
3106,495,323,2147483647,Eagle 022
3107,781,317,2147483647,Jefferson 090
3108,754,598,2147483647,Mesa 043
3109,556,130,1340116102,Denver 102
3110,446,796,2147483647,Mesa 026
3111,389,679,2147483647,Mesa 023
3112,57,114,2147483647,Fremont 027
3113,529,347,2147483647,El Paso 622
3114,368,244,2147483647,Weld 321
3115,1058,528,2147483647,Jefferson 146
3116,613,127,1340116101,Denver 101
3117,99,228,2147483647,Logan 003
3118,468,94,1310916924,Denver 924
3119,480,134,2147483647,Arapahoe 506
3120,456,270,2147483647,Adams 129
3121,247,232,2147483647,El Paso 615
3122,745,121,1330616604,Denver 604
3123,726,170,2147483647,Arapahoe 503
3124,714,177,2147483647,Adams 232
3125,450,524,2147483647,El Paso 632
3126,544,219,2147483647,El Paso 614
3127,438,266,2147483647,Weld 105
3128,433,739,2147483647,Mesa 024
3129,316,705,2147483647,Fremont 007
3130,549,894,2147483647,Mesa 054
3131,482,107,2147483647,Adams 229
3132,115,172,2147483647,El Paso 200
3133,132,106,2147483647,El Paso 800
3134,495,123,1330716746,Denver 746
